URLs,Information Of the College,Courses and fees,Admission,review,department,Cut oFF
,"By  Shivam Bhola Updated On - October 9th, 2020Content CuratorIndian Institute of Technology Madras - [IITM] Recent Admission Alerts and UpdatesThe last date to apply for IIT JAM 2021 is 15 October 2020. Registrations for GATE 2021 was closed on 7 October 2020, while CEED 2021 registration window will close on 10 October 2020.The JEE Advanced 2020 qualifying cutoff was released on 5 October 2020. On the same day, the result for JEE Advanced 2020 was also declared.IIT Madras Important DatesEVENTDATEGATE 2021 Registration last date07 Oct, 2020JEE Advanced 2020 Cutoff05 Oct, 2020JEE Advanced 2020 Result05 Oct, 2020JoSAA Counselling start06 Oct, 2020Indian Institute of Technology (IIT) Madras is ranked 1st in the Engineering category by NIRF Ranking 2019 as well as Outlook Ranking 2019, making it the leading engineering institute in India and the first option for many eligible candidates. The institute currently has as a total strength of 6,638‬ including male and female students, as well as a strong and highly qualified faculty of 630 members that are all Ph.D holders. The institute conducts various specializations under the undergraduate, postgraduate and doctoral programs.Admission to the offered courses is entirely based on the marks achieved in National level entrance exams such as the IIT JAM, JEE Advanced, CAT and more. IIT Madras was the third Indian Institute of Technology after IIT Bombay and IIT Kharagpur. Featuring a 617.8-Acre campus, IIT Madras is one of India’s most prestigious institutes to gain recognition as an Institute of National Importance by the Government of India. The institute is also famous for its extremely good placement record every year. Last year, the highest CTC offer received was worth INR 1.33 Crore per annum, making it one of the highest offers ever. IIT Madras HighlightsEstablished | Type 1959 | AutonomousRecognized ByUGC, AICTECampus 617 acresOfficial Websitehttp://www.iitm.ac.in/Popular Courses UG, PG and Ph.D.Entrance TestJEE, GATE and JAMApplication ModeOnlineIIT Madras RankingBeing the leading Engineering institute in India, the Indian Institute of Technology Madras has been ranked by recognized platforms for its excellence in the field. Some of the ranking are as follows: Ranked 1st in Engineering as well as Overall categories by NIRF Ranking 2019.Ranked 1st in the Engineering category by Outlook Ranking 2019Ranked 2nd internationally by ARWU Ranking 2019Ranked 1st in Engineering category by Jagranjosh Ranking 2019Ranked #200 - #250 internationally by Times Higher Education Ranking 2020Ranked 4th overall by QS Ranking 2020Ranked 654th overall internationally by US News Ranking 2020Ranked 3rd in Engineering category by The Week Ranking 2019. IIT Madras CoursesIIT Madras offers Undergraduate, Postgraduate and Research programs in streams like Engineering, Sciences, Humanities, and Management. Given below is a brief about the programs with their eligibility:ProgramSpecializationEligibilityTuition Fee (first year)B.TechComputer Science and EngineeringThe applicant must have passed 10+2 in PCM stream with a minimum of 75% marks.INR 75,116Civil Engineering Mechanical EngineeringChemical EngineeringM.TechComputer Science and EngineeringGraduation in a relevant subject (B.E./ B.Tech) with at least 6.5 CGPA (on 10 point scale) or 60% marks from a recognized InstituteINR 2,11,847Structure EngineeringTransportation EngineeringChemical EngineeringM.ScPhysicsBachelor’s degree in respective discipline with minimum 55% aggregate marksINR 17,670ChemistryMathematicsMBAManagement Systems Bachelor’s degree in Engineering /Technology/ Architecture /Pharmacy / B.Sc. Agri. Engg. (Minimum 4 year after 10+2) with at least 60% marksOR
			Master’s degree in any branch of Chemistry/ Computer Application, Physics/ Mathematics/ Statistics/ Environmental Science or Computational/ Information Sciences/ Electronics Sciences/ Agriculture/ Economics/ Commerce with minimum 60% marlsINR 6,00,000 Telecommunication Systems ManagementTechnology Management Ph.DCivil Engineering M.E/ M.Tech or MD degree with at least 60% (55% for SC/ST/PH) marks in aggregateOR
			60% (55% for SC/ST/PH) marks in MBBS/ M.Sc/ MBA/ MAOR
			Minimum 70% marks in B.E/B.TechINR 19,670Computer Science and EngineeringApplied Mechanics Chemical Engineering Check: IIT Madras CoursesIIT Madras AdmissionsGiven below are the exams accepted by the Institute for admission in its academic programs. The institute offers a variety of undergraduate, postgraduate and doctoral courses in multiple disciplines. IIT Delhi Admission is done through national level entrance exam scores.ProgramSelection Criteria B.TechJEE Main and JEE Advanced ScoreM.TechGATE Score followed by Written Test and/or InterviewM.ScIIT JAMMBACAT, Group Discussion and Interview RoundPh.DGATE/ UGC-NET/ CSIR-NET/ ICAR or ICMR score OR Written Test and InterviewCheck: IIT Madras AdmissionIIT Madras CutoffMentioned below is the JEE Advanced cutoff for admission to the B.Tech program at Indian Institute of Technology Madras: CourseMale (Opening-Closing)Female (Opening-Closing)Computer Science and Engineering90-188349-690Electrical Engineering182-717805-2074Mechanical Engineering722-18912721-4635Chemical Engineering1831-30374562-5674Know more: IIT Madras CutoffIIT Madras PlacementsBeing the highest-ranked engineering college in India, the Indian Institute of Technology Madras also boasts a very impressive placement record, bringing in many recruiters and high packages. The Career and Placement Center at IIT madras assists students by training them professionally before administering them into the industry as better professionals and individuals who contribute to the industry in major ways. Students get recruited by some of the biggest industry giants across various departments.In the academic session of 2018-2019, IIT Madras saw a successful placement season with 872 students in total getting placed across 246 of the visiting companies that made 1015 offers in total. The highest CTC offer was an impressive 1.33 Cr. per annum, with an average annual CTC going up to INR 16.1 LPA for the B.Tech program. The recruiters included major names in the industry such as Microsoft, Visa Inc, Rolls Royce India Pvt Ltd, Goldman Sachs, Amazon, ICICI Prudential, MRF, Boeing International Corp India Pvt Ltd, Apple India Private Limited, Uber and Google to name a few.  The following stats represent overall degree-wise placements:YearB.TechDualM.TechMAM.ScM.S.Ph.D.Total2017-1874817438107336702018-198585668242742873Tabulated below are number of students placed in different sectors across the industry: CriteriaAnalytics/
			Consulting/
			FinanceCoreEducationFMCGITOthersPSUResearch &
			DevelopmentTotal Companies61521126527144No. of students Offered2511894332711093147No. of students Placed204170383234983122% of Placements2319402711014Know more: IIT Madras Placements IIT Madras ScholarshipScholarships are offered to students so that they aspire for excellence. It is a reward to them for their hard work. IIT Madras is quite generous in its offerings for diligent students. Mentioned below are the scholarships offered by the Institute: Facebook’s 2014 Grace Hopper Scholarship: This scholarship is given to 25 women students from all over the world and includes paid registration fee for the Grace Hopper Conference in Arizona (US), paid travel and accommodation and reception with Facebook’s Engineering team.Google Anita Borg Memorial Scholarship (Asia Pacific): This scholarship is given to women for excellence in computer science, demonstrated leadership and passion for technology.  She will be receiving a scholarship amount of INR 1,00,000 and an invitation to the Scholars’ Retreat at the Google Tokyo Office.Apart from these, the Institute also offers DAAD Scholarship, Aditya Birla Scholarship to meritorious and deserving students. Check: IIT Madras ScholarshipIIT Madras FacultyIndian Institute of Technology Madras has a large and diverse faculty of 630 members in total across all academic departments, with all of them holding Ph.Ds in their respective fields. The best in class faculty members are all alumni from reputed national and international universities, and hold an immense amount of experience in their disciplines. The faculty members include professors, assistant professors, associate professors and others. They are all extremely encouraging toward students to clarify all their concepts and doubts, even outside of the classroom and lectures. Teachers follow interactive and unique methods to impart education to students. Check: IIT Madras FacultyIIT Madras FacilitiesBeing the most reputed Engineering institute in the country, the Indian Institute of Technology Madras takes care of all requirements that students have on campus. Students at IIT Madras can enjoy convenient and enriching campus life with the following facilities: Hostel: There are hostels available for both boys and girls on the college campus. The hostels are laid out with green lawns and many amenities available to residents such as libraries, common rooms, indoor games, TV, delicious mess food, music rooms, dance rooms and more. The Hostel Library has a great collection of general books, fiction, comics and more.Library:  The central library at IIT Madras has around 20,00,000 books covering all disciplines of science, engineering, technology, humanities & social science. Medical Facilities: There is a hospital available on campus that is in service 24x7. In case of severe emergencies, students can also be transported to the hospital in an ambulance. Food: Along with the mess facility provided to hostel residents at IIT Madras, the food court is also available to students. The food court offers various delicacies in the menu, serving meals and dishes from all across parts of India.Sports: Students at IIT Madras receive a number of sports facilities on campus including a Swimming pool of Olympic standards, a well-equipped gymnasium, the impressive IIT-Chemplast cricket ground, a vast stadium and a hi-tech wood-floored multipurpose indoor stadium in the Students' Activities' Center. Know more: IIT Madras HostelIIT Madras FAQs Ques. How is IIT Madras?Ans. Indian Institute of Technology Madras is the highest-ranking Engineering college in India, and for good reason. The college has had a great reputation across all aspects since its inception, from academics to campus life. The college offers undergraduate, postgraduate and doctoral programs in many fields including engineering, science, arts and humanities, and management. IIT Madras is well known for its excellent faculty and quality of academics aided by its advanced state of the art infrastructure. Featuring many well-equipped labs and classrooms, the institute offers the best academic and professional training. There are several facilities such as the central library, sports, mess, gymnasiums etc. that are available to students. Accommodation is provided to both male and female students in the hostels on campus. The college also has one of the best placement records in the country. Ques. How are the placements in IIT Madras?Ans. Indian Institute of Technology Madras has always had a great placement record and is considered to be the best in the country. In the academic year 2018-2019, IIT Madras saw a very successful placement season with over 870 students getting placed at nearly 250 companies in total. Bagging a top annual CTC of INR 1.33 crore as the highest package, even the average annual CTC reached INR 16.1 LPA. There were a total of 1015 offers, including 136 PPOs – 99 of which were accepted. Overall it can be concluded that IIT Madras has some of the best placements in the country. The recruiters were some of the biggest names in the industry including Rolls Royce India Pvt Ltd, Goldman Sachs, Amazon, ICICI Prudential, MRF, Boeing International Corp India Pvt Ltd, Apple India Private Limited, Uber and many more. Overall, IIT Madras has some of the best placements among the other Engineering colleges in India and hence is a great option for eligible students that are seeking admission. Ques. How to apply for admission to B.tech at IIT Madras? Ans. Eligible candidates seeking admission to the B.Tech program at IIT Madras can follow a few simple steps in order to apply for admission to the institute. Visit the official website of JEE Mains and click on the apply link at the home page. Register with a valid e-mail and mobile number and download the information bulletin which will be available on the next page, read all the instructions and click on the “proceed” tab. Fill all the mandatory details and upload the scanned copies of the documents: thumb impression, photograph, and signature. The application fee of INR. 1000/- (INR. 500/- for Girls) can be paid through Debit/Credit Cards or e-challan.{""@context"":""http:\/\/schema.org"",""@type"":""FAQPage"",""mainEntity"":[{""@type"":""Question"",""name"":"" How is IIT Madras?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":"" Indian Institute of Technology Madras is the highest-ranking Engineering collegein India, and for good reason. The college has had a great reputation across all aspects since its inception, from academics to campus life. The college offers undergraduate, postgraduate and doctoral programs in many fields including engineering, science, arts and humanities, and management. IIT Madras is well known for its excellent faculty and quality of academics aided by its advanced state of the art infrastructure. Featuring many well-equipped labs and classrooms, the institute offers the best academic and professional training. There are several facilities such as the central library, sports, mess, gymnasiums etc. that are available to students. Accommodation is provided to both male and female students in the hostels on campus.The college also has one of the bestplacement records in the country.""}},{""@type"":""Question"",""name"":"" How are the placements in IIT Madras?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":"" Indian Institute of Technology Madras has always had a great placement record and is considered to be the best in the country. In the academic year 2018-2019, IIT Madras saw a very successful placement season with over 870 students getting placed at nearly 250 companies in total. Bagging a top annual CTC of INR 1.33 crore as the highest package, even the average annual CTC reached INR 16.1 LPA. There were a total of 1015 offers, including 136 PPOs  99 of which were accepted. Overall it can be concluded that IIT Madras has some of the best placements in the country. The recruiters were some of the biggest names in the industry includingRolls Royce India Pvt Ltd, Goldman Sachs, Amazon, ICICI Prudential, MRF,Boeing International Corp India Pvt Ltd, Apple India Private Limited, Uber and many more. Overall, IIT Madras has some of the best placements among the other Engineering colleges in India and hence is a great option for eligible students that are seeking admission.""}},{""@type"":""Question"",""name"":"" How to apply for admission to B.tech at IIT Madras?"",""acceptedAnswer"":{""@type"":""Answer"",""text"":"" Eligible candidates seeking admission to the B.Tech program at IIT Madras can follow a few simple steps in order to apply for admission to the institute.Visit the official website of JEE Mains and click on the apply link at the home page. Register with a valid e-mail and mobile number and download the information bulletin which will be available on the next page, read all the instructions and click on the proceed tab. Fill all the mandatory details and upload the scanned copies of the documents: thumb impression, photograph, and signature. The application fee ofINR. 1000\/-(INR. 500\/-for Girls) can be paid through Debit\/Credit Cards or e-challan.""}}]}",,,,,
,"CourseFeesEligibilityB.Tech₹75,116 (1st Year Fees)10+2 with 75% + JEE MainB.A + M.A₹30,744 (1st Year Fees)10+2M.Tech₹2.12 Lakhs (1st Year Fees)Pass in Graduation + GATEB.Tech + M.Tech₹75,116 (1st Year Fees)10+2 with 75% + JEE MainM.Sc₹23,070 (Total Fees)Pass in Graduation + GATE",,,,,
,"CollegeRankingAvg Fees/ yearIndian Institute of Technology - [IIT], New Delhi # 3 by NIRF ₹2,19,275IIT Bombay - Indian Institute of Technology, Mumbai # 4 by NIRF ₹2,11,400Indian Institute of Technology - [IIT], Kharagpur # 5 by QS ₹79,070Indian Institute of Technology - [IIT], Kanpur # 6 by NIRF ₹2,07,463Birla Institute of Technology and Science - [BITS], Pilani # 27 by NIRF ₹4,02,575MIT World Peace University - [MITWPU], Pune # 151 by NIRF (university) ₹3,10,000Indian Institute of Science - [IISc], Bangalore # 2 by NIRF ₹18,950Vellore Institute of Technology - [VIT University], Vellore # 3 by ARIIA (university) ₹1,95,750",,,,,
,"Remarks -  9.5 /10The college is one of the top engineering college of India. Also the IIT tag helps a lot during placements. Also the research culture at IIT Madras is awesome. The infrastructure, academics and campus is also very much student friendly.10/10academic10/10faculty10/10infrastructure8/10food & accom10/10placement9/10social life02 Sep 202010reportRead More ",,,,,
,My college reviewRemarks -  9.7 /10I am so fortunate to study in a wonderful college. Its like a dream to get a seat in my college and if I get a chance to study again I would like to thank my management at IITM.10/10academic10/10faculty10/10infrastructure9/10food & accom9/10placement10/10social life22 Jul 202000reportRead More ,,,,,
,Institute feedbackRemarks -  6.8 /10Schedule of college is very hectic. We don't get enough time to think innovatively.8/10academic6/10faculty6/10infrastructure7/10food & accom5/10placement9/10social life06 Jun 202042reportRead More ,,,,,
,"As Good as it can get.Remarks -  8.7 /10This college is as good as it can get given the current situation. It has achieved a lot and given its annual operation cost itself is 4. 06Cr, it is understandable that the equipment present eats most of its funds.8/10academic9/10faculty10/10infrastructure8/10food & accom8/10placement9/10social life27 May 202040reportRead More ",,,,,
,"IIT Madras reviewRemarks -  9 /10Nature loving very very good college. You can find deer, stag, black bucks, monkeys roaming around and playing. It's a best experience. Due to geographic location it is bit hot in summers but it's manageable10/10academic9/10faculty7/10infrastructure10/10food & accom10/10placement8/10social life26 May 202010reportRead More ",,,,,
,"My ReviewRemarks -  8.3 /10Many positive responses but some negative responses also. Positive responses are like good teaching methodology, nice sports, fitness centre, Gym, many play grounds, conference centres, big auditoriums and much more.8/10academic8/10faculty9/10infrastructure8/10food & accom8/10placement9/10social life24 Apr 202031reportRead More ",,,,,
,Good and promisingRemarks -  9.2 /10They are more focusing on studies than other extra curricular activities8/10academic9/10faculty10/10infrastructure10/10food & accom9/10placement9/10social life20 Apr 202011reportRead More ,,,,,
,Review of BS-MS Dual degree at IITMRemarks -  7.8 /10IIT Madras is at present the India's number one engineering College in the country. The atmosphere and the culture at IIT Madras is very very good in my opinion it is the best of which I saw till now.8/10academic8/10faculty7/10infrastructure6/10food & accom8/10placement10/10social life19 Apr 202000reportRead More ,,,,,
,"How is IIT MADRASRemarks -  8.7 /10In every semester the work load on any students is very high which impact directly on students health.
It also has a good impact which makes the student enough strong to fight in every tense situation.9/10academic9/10faculty7/10infrastructure8/10food & accom9/10placement10/10social life06 Apr 202020reportRead More ",,,,,
,"GoodRemarks -  8.5 /10Institute provides lot of sports opportunities to discover your potential. It is a lush green campus besides guindy national park where you can easily spot many deers, monkeys, black buck and many more animals.10/10academic9/10faculty7/10infrastructure8/10food & accom8/10placement9/10social life02 Apr 202012reportRead More ",,,,,
